temperature,air_pressure,humidity,clouds,visibility,wind_speed,owm_weather_id_enc,owm_weather_main_enc,owm_weather_description_enc,owm_weather_icon_enc
0.746617915904936,0.45000000000000284,0.35526315789473684,0.0,1.0,0.6997084548104957,0,0,0,0
0.7411334552102377,0.45000000000000284,0.35526315789473684,0.0,1.0,0.6997084548104957,0,0,0,0
0.7254113345521024,0.45000000000000284,0.381578947368421,0.0,1.0,0.49951409135082603,0,0,0,0
0.7144424131627057,0.45000000000000284,0.381578947368421,0.0,1.0,0.49951409135082603,0,0,0,0
0.6998171846435101,0.45000000000000284,0.42105263157894735,0.0,1.0,0.6025267249757046,0,0,0,0
0.6936014625228519,0.45000000000000284,0.42105263157894735,0.0,1.0,0.4003887269193392,0,0,0,0
0.6837294332723949,0.45000000000000284,0.4736842105263158,0.0,1.0,0.4003887269193392,0,0,0,0
0.6837294332723949,0.45000000000000284,0.4736842105263158,0.0,1.0,0.34985422740524785,0,0,0,0
0.6661791590493602,0.45000000000000284,0.5,0.0,1.0,0.44995140913508264,0,0,0,0
0.6661791590493602,0.45000000000000284,0.5,0.0,1.0,0.4003887269193392,0,0,0,0
0.659963436928702,0.45000000000000284,0.513157894736842,0.0,1.0,0.44995140913508264,0,0,0,0
0.6446069469835466,0.45000000000000284,0.48684210526315785,0.0,1.0,0.44995140913508264,0,0,0,0
0.6595978062157222,0.45000000000000284,0.5526315789473684,0.0,1.0,0.2001943634596696,0,0,0,0
0.6588665447897624,0.5,0.5526315789473684,0.0,1.0,0.24975704567541301,0,0,0,1
0.640219378427788,0.5,0.5789473684210525,0.0,1.0,0.2526724975704568,0,0,0,1
0.640219378427788,0.5,0.5789473684210525,0.0,1.0,0.34985422740524785,0,0,0,1
0.6533820840950639,0.5,0.5789473684210525,0.0,1.0,0.3984450923226433,0,0,0,1
0.6504570383912249,0.5,0.5789473684210525,0.0,1.0,0.34985422740524785,0,0,0,1
0.6731261425959781,0.5,0.5789473684210525,0.0,1.0,0.4003887269193392,0,0,0,1
0.6731261425959781,0.5499999999999972,0.5789473684210525,0.0,1.0,0.34985422740524785,0,0,0,1
0.6990859232175503,0.5499999999999972,0.5526315789473684,0.0,1.0,0.4003887269193392,0,0,0,1
0.6990859232175503,0.5499999999999972,0.5657894736842105,0.0,1.0,0.49951409135082603,0,0,0,1
0.7151736745886654,0.5499999999999972,0.5526315789473684,0.0,1.0,0.44995140913508264,0,0,0,1
0.7151736745886654,0.5499999999999972,0.5526315789473684,0.0,1.0,0.49951409135082603,0,0,0,1
0.7356489945155392,0.5499999999999972,0.5394736842105263,0.0,1.0,0.44995140913508264,0,0,0,1
0.7506398537477148,0.5,0.5657894736842105,0.0,1.0,0.30029154518950435,0,0,0,1
0.7641681901279708,0.5,0.5,0.0,1.0,0.44995140913508264,0,0,0,1
0.7842778793418648,0.5,0.513157894736842,0.0,1.0,0.34985422740524785,0,0,0,1
0.8497257769652651,0.5,0.42105263157894735,0.0,1.0,0.4003887269193392,0,0,0,1
0.8749542961608776,0.5,0.4078947368421052,0.0,1.0,0.5539358600583091,0,0,0,1
0.8906764168190129,0.5,0.39473684210526316,0.0,1.0,0.44995140913508264,0,0,0,1
0.8928702010968922,0.3999999999999986,0.381578947368421,0.0,1.0,0.4003887269193392,0,0,0,1
0.8968921389396709,0.3999999999999986,0.39473684210526316,0.0,1.0,0.44995140913508264,0,0,0,1
0.9020109689213894,0.3999999999999986,0.381578947368421,0.0,1.0,0.44995140913508264,0,0,0,1
0.9071297989031079,0.3999999999999986,0.36842105263157887,0.0,1.0,0.34985422740524785,0,0,0,1
0.9180987202925046,0.3999999999999986,0.36842105263157887,0.0,1.0,0.34985422740524785,0,0,0,1
0.9173674588665448,0.3999999999999986,0.35526315789473684,0.0,1.0,0.5539358600583091,0,0,0,1
0.9111517367458867,0.5,0.36842105263157887,0.0,1.0,0.5539358600583091,0,0,0,1
0.8819012797074954,0.5,0.39473684210526316,0.0,1.0,0.30029154518950435,0,0,0,1
0.8709323583180988,0.5,0.4078947368421052,0.0,1.0,0.3012633624878523,0,0,0,1
0.8307129798903108,0.5,0.48684210526315785,0.0,1.0,0.04373177842565598,0,0,0,0
0.8252285191956125,0.5,0.5,0.0,1.0,0.04373177842565598,0,0,0,0
0.8372943327239488,0.5,0.48684210526315785,0.0,1.0,0.14965986394557823,0,0,0,0
0.8464351005484461,0.5,0.4736842105263158,0.0,1.0,0.2001943634596696,0,0,0,0
0.8255941499085924,0.5,0.5,0.0,1.0,0.3012633624878523,0,0,0,0
0.8080438756855576,0.5,0.5,0.0,1.0,0.3012633624878523,0,0,0,0
0.7919561243144425,0.5,0.5657894736842105,0.0,1.0,0.14965986394557823,0,0,0,0
0.7787934186471663,0.5,0.5657894736842105,0.0,1.0,0.08649173955296405,0,0,0,0
0.703107861060329,0.5,0.631578947368421,0.0,1.0,0.20408163265306126,0,0,0,0
0.7042047531992688,0.5,0.6447368421052632,0.0,1.0,0.04373177842565598,0,0,0,0
0.6606946983546619,0.5,0.7236842105263158,0.0,1.0,0.0,0,0,0,0
0.6146252285191957,0.5,0.7763157894736842,0.0,1.0,0.0,0,0,0,0
0.6073126142595978,0.5,0.7894736842105262,0.0,1.0,0.0,0,0,0,0
0.6080438756855576,0.5,0.7894736842105262,0.0,1.0,0.0,0,0,0,0
0.5835466179159049,0.5,0.8157894736842105,0.0,1.0,0.14965986394557823,0,0,0,0
0.593418647166362,0.5,0.8157894736842105,0.0,1.0,0.0,0,0,0,0
0.5795246800731261,0.6000000000000014,0.8289473684210525,0.0,1.0,0.0,0,0,0,0
