timestamp,temperature,air_pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_degrees,owm_weather_id_enc,owm_weather_main_enc,owm_weather_description_enc,owm_weather_icon_enc
1745385786,13.44,1019,73,8.7,0,10000,0.0,0,0,0,0,0
1745386366,13.44,1019,74,8.9,0,10000,0.0,0,0,0,0,0
1745386958,13.08,1019,74,8.56,0,10000,0.0,0,0,0,0,0
1745389386,12.71,1019,74,8.2,40,10000,0.0,0,2,1,2,3
1745389966,12.61,1019,74,8.1,40,10000,0.0,0,2,1,2,3
1745390558,12.28,1019,75,7.98,0,10000,0.0,0,0,0,0,0
1745392986,12.0,1019,78,8.29,0,10000,0.0,0,0,0,0,0
1745393566,11.72,1021,77,7.83,0,10000,0.0,0,0,0,0,0
1745394158,11.5,1021,77,7.61,0,10000,0.0,0,0,0,0,0
1745396586,11.4,1021,79,7.89,0,10000,0.0,0,0,0,0,0
1745397166,10.66,1021,80,7.36,0,10000,0.45,301,0,0,0,0
1745397758,10.57,1021,81,7.45,0,10000,0.0,0,0,0,0,0
1745400186,10.32,1021,82,7.39,0,10000,0.0,0,0,0,0,0
1745400766,10.18,1021,82,7.25,0,10000,0.0,0,0,0,0,0
1745401358,9.74,1021,83,7.0,0,10000,0.0,0,0,0,0,0
1745403786,9.67,1021,84,7.1,0,10000,0.0,0,0,0,0,1
1745404366,9.29,1023,84,6.73,0,10000,0.0,0,0,0,0,1
1745404958,9.29,1023,84,6.73,0,10000,0.0,0,0,0,0,1
1745407386,10.04,1023,83,7.29,0,10000,0.0,0,0,0,0,1
1745407966,12.01,1023,79,8.49,0,10000,0.0,0,0,0,0,1
1745408558,12.44,1023,77,8.52,0,10000,0.0,0,0,0,0,1
1745410986,15.87,1023,55,6.85,0,10000,3.6,30,0,0,0,1
1745411566,16.21,1023,53,6.63,0,10000,3.6,30,0,0,0,1
1745412158,16.61,1023,52,6.72,0,10000,3.6,30,0,0,0,1
1745414586,17.54,1023,46,5.8,0,10000,4.12,20,0,0,0,1
1745415166,17.79,1024,45,5.71,0,10000,2.57,50,0,0,0,1
1745415758,17.86,1024,45,5.78,0,10000,3.1,70,0,0,0,1
1745418186,18.83,1024,43,6.0,0,10000,1.54,30,0,0,0,1
