temperature,air_pressure,humidity,clouds,visibility,wind_speed,owm_weather_id_enc,owm_weather_main_enc,owm_weather_description_enc,owm_weather_icon_enc
0.746617915904936,0.4210526315789451,0.35526315789473684,0.0,1.0,0.7346938775510203,0,0,0,0
0.7411334552102377,0.4210526315789451,0.35526315789473684,0.0,1.0,0.7346938775510203,0,0,0,0
0.7254113345521024,0.4210526315789451,0.381578947368421,0.0,1.0,0.5244897959183673,0,0,0,0
0.7144424131627057,0.4210526315789451,0.381578947368421,0.0,1.0,0.5244897959183673,0,0,0,0
0.6998171846435101,0.4210526315789451,0.42105263157894735,0.0,1.0,0.6326530612244897,0,0,0,0
0.6936014625228519,0.4210526315789451,0.42105263157894735,0.0,1.0,0.4204081632653061,0,0,0,0
0.6837294332723949,0.4210526315789451,0.4736842105263158,0.0,1.0,0.4204081632653061,0,0,0,0
0.6837294332723949,0.4210526315789451,0.4736842105263158,0.0,1.0,0.36734693877551017,0,0,0,0
0.6661791590493602,0.4210526315789451,0.5,0.0,1.0,0.4724489795918367,0,0,0,0
0.6661791590493602,0.4210526315789451,0.5,0.0,1.0,0.4204081632653061,0,0,0,0
0.659963436928702,0.4210526315789451,0.513157894736842,0.0,1.0,0.4724489795918367,0,0,0,0
0.6446069469835466,0.4210526315789451,0.48684210526315785,0.0,1.0,0.4724489795918367,0,0,0,0
0.6595978062157222,0.4210526315789451,0.5526315789473684,0.0,1.0,0.21020408163265306,0,0,0,0
0.6588665447897624,0.47368421052631504,0.5526315789473684,0.0,1.0,0.26224489795918365,0,0,0,1
0.640219378427788,0.47368421052631504,0.5789473684210525,0.0,1.0,0.26530612244897955,0,0,0,1
0.640219378427788,0.47368421052631504,0.5789473684210525,0.0,1.0,0.36734693877551017,0,0,0,1
0.6533820840950639,0.47368421052631504,0.5789473684210525,0.0,1.0,0.4183673469387754,0,0,0,1
0.6504570383912249,0.47368421052631504,0.5789473684210525,0.0,1.0,0.36734693877551017,0,0,0,1
0.6731261425959781,0.47368421052631504,0.5789473684210525,0.0,1.0,0.4204081632653061,0,0,0,1
0.6731261425959781,0.526315789473685,0.5789473684210525,0.0,1.0,0.36734693877551017,0,0,0,1
0.6990859232175503,0.526315789473685,0.5526315789473684,0.0,1.0,0.4204081632653061,0,0,0,1
0.6990859232175503,0.526315789473685,0.5657894736842105,0.0,1.0,0.5244897959183673,0,0,0,1
0.7151736745886654,0.526315789473685,0.5526315789473684,0.0,1.0,0.4724489795918367,0,0,0,1
0.7151736745886654,0.526315789473685,0.5526315789473684,0.0,1.0,0.5244897959183673,0,0,0,1
0.7356489945155392,0.526315789473685,0.5394736842105263,0.0,1.0,0.4724489795918367,0,0,0,1
0.7506398537477148,0.47368421052631504,0.5657894736842105,0.0,1.0,0.31530612244897954,0,0,0,1
0.7641681901279708,0.47368421052631504,0.5,0.0,1.0,0.4724489795918367,0,0,0,1
0.7842778793418648,0.47368421052631504,0.513157894736842,0.0,1.0,0.36734693877551017,0,0,0,1
0.8497257769652651,0.47368421052631504,0.42105263157894735,0.0,1.0,0.4204081632653061,0,0,0,1
0.8749542961608776,0.47368421052631504,0.4078947368421052,0.0,1.0,0.5816326530612245,0,0,0,1
0.8906764168190129,0.47368421052631504,0.39473684210526316,0.0,1.0,0.4724489795918367,0,0,0,1
0.8928702010968922,0.3684210526315752,0.381578947368421,0.0,1.0,0.4204081632653061,0,0,0,1
0.8968921389396709,0.3684210526315752,0.39473684210526316,0.0,1.0,0.4724489795918367,0,0,0,1
0.9020109689213894,0.3684210526315752,0.381578947368421,0.0,1.0,0.4724489795918367,0,0,0,1
0.9071297989031079,0.3684210526315752,0.36842105263157887,0.0,1.0,0.36734693877551017,0,0,0,1
0.9180987202925046,0.3684210526315752,0.36842105263157887,0.0,1.0,0.36734693877551017,0,0,0,1
0.9173674588665448,0.3684210526315752,0.35526315789473684,0.0,1.0,0.5816326530612245,0,0,0,1
0.9111517367458867,0.47368421052631504,0.36842105263157887,0.0,1.0,0.5816326530612245,0,0,0,1
0.8819012797074954,0.47368421052631504,0.39473684210526316,0.0,1.0,0.31530612244897954,0,0,0,1
0.8709323583180988,0.47368421052631504,0.4078947368421052,0.0,1.0,0.31632653061224486,0,0,0,1
0.8307129798903108,0.47368421052631504,0.48684210526315785,0.0,1.0,0.04591836734693877,0,0,0,0
0.8252285191956125,0.47368421052631504,0.5,0.0,1.0,0.04591836734693877,0,0,0,0
0.8372943327239488,0.47368421052631504,0.48684210526315785,0.0,1.0,0.15714285714285714,0,0,0,0
0.8464351005484461,0.47368421052631504,0.4736842105263158,0.0,1.0,0.21020408163265306,0,0,0,0
0.8255941499085924,0.47368421052631504,0.5,0.0,1.0,0.31632653061224486,0,0,0,0
0.8080438756855576,0.47368421052631504,0.5,0.0,1.0,0.31632653061224486,0,0,0,0
0.7919561243144425,0.47368421052631504,0.5657894736842105,0.0,1.0,0.15714285714285714,0,0,0,0
