timestamp,temperature,air_pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_degrees,owm_weather_id,owm_weather_main,owm_weather_description,owm_weather_icon
1745037166,22.37,1018,51,11.75,0,10000,7.2,220,800,Clear,clear sky,01n
1745040766,21.64,1018,53,11.66,0,10000,5.14,220,800,Clear,clear sky,01n
1745044366,21.07,1018,56,11.96,0,10000,4.12,220,800,Clear,clear sky,01n
1745047966,20.8,1018,60,12.76,0,10000,3.6,220,800,Clear,clear sky,01n
1745051566,20.32,1018,62,12.81,0,10000,4.12,220,800,Clear,clear sky,01n
1745055166,19.73,1018,61,12.0,0,10000,4.63,230,800,Clear,clear sky,01n
1745058766,20.12,1019,66,13.58,0,10000,2.57,180,800,Clear,clear sky,01d
1745062366,19.61,1019,68,13.55,0,10000,3.6,210,800,Clear,clear sky,01d
1745065966,19.89,1019,68,13.82,0,10000,3.6,220,800,Clear,clear sky,01d
1745069566,20.51,1020,68,14.41,0,10000,3.6,200,800,Clear,clear sky,01d
1745073166,21.22,1020,67,14.85,0,10000,5.14,220,800,Clear,clear sky,01d
1745076766,21.66,1020,66,15.04,0,10000,5.14,210,800,Clear,clear sky,01d
1745080366,22.63,1019,67,16.2,0,10000,3.09,190,800,Clear,clear sky,01d
1745083966,23.55,1019,63,16.1,0,10000,3.6,190,800,Clear,clear sky,01d
1745087566,26.03,1019,55,16.29,0,10000,5.7,210,800,Clear,clear sky,01d
1745091166,26.52,1017,53,16.17,0,10000,4.12,220,800,Clear,clear sky,01d
1745094766,26.77,1017,53,16.4,0,10000,4.63,210,800,Clear,clear sky,01d
1745098366,27.21,1017,52,16.51,0,10000,3.6,190,800,Clear,clear sky,01d
1745101966,27.02,1019,52,16.33,0,10000,5.7,210,800,Clear,clear sky,01d
1745105566,25.92,1019,55,16.19,0,10000,3.1,210,800,Clear,clear sky,01d
1745109166,24.67,1019,62,16.91,0,10000,0.45,112,800,Clear,clear sky,01n
1745112766,25.25,1019,60,16.94,0,10000,2.06,210,800,Clear,clear sky,01n
1745116366,24.2,1019,62,16.46,0,10000,3.1,220,800,Clear,clear sky,01n
1745119966,23.4,1019,67,16.93,0,10000,0.89,115,800,Clear,clear sky,01n
1745123566,21.36,1019,73,16.33,0,10000,0.45,191,800,Clear,clear sky,01n
1745127166,18.91,1019,83,15.96,0,10000,0.0,0,800,Clear,clear sky,01n
1745130766,18.73,1019,84,15.97,0,10000,0.0,0,800,Clear,clear sky,01n
1745134366,17.95,1021,87,15.76,0,10000,0.0,0,800,Clear,clear sky,01n
1745137966,19.02,1021,80,15.49,0,10000,2.06,310,800,Clear,clear sky,01n
1745141566,20.96,1021,70,15.29,0,10000,3.6,300,800,Clear,clear sky,01n
1745145166,20.47,1024,70,14.82,0,10000,1.54,310,800,Clear,clear sky,01d
1745148766,20.01,1024,74,15.24,0,10000,2.1,310,800,Clear,clear sky,01d
1745152366,21.1,1024,60,13.04,0,10000,4.12,300,800,Clear,clear sky,01d
1745155966,21.1,1025,56,11.99,0,10000,4.12,330,800,Clear,clear sky,01d
1745159566,21.1,1025,52,10.87,0,10000,4.63,310,800,Clear,clear sky,01d
1745163166,21.1,1025,52,10.87,0,10000,5.14,330,800,Clear,clear sky,01d
1745166766,22.1,1025,46,9.95,0,10000,4.63,340,800,Clear,clear sky,01d
1745170366,22.41,1025,50,11.49,0,10000,3.09,290,800,Clear,clear sky,01d
1745173966,23.19,1025,44,10.28,0,10000,5.14,330,800,Clear,clear sky,01d
1745177566,23.53,1024,43,10.24,0,10000,3.1,20,800,Clear,clear sky,01d
1745181166,22.49,1024,40,8.23,0,10000,3.6,40,800,Clear,clear sky,01d
1745184766,21.57,1024,45,9.14,0,10000,3.6,30,800,Clear,clear sky,01d
1745188366,20.11,1026,40,6.1,0,10000,3.09,60,800,Clear,clear sky,01d
1745191966,18.1,1026,45,5.99,0,10000,2.6,90,800,Clear,clear sky,01d
1745195566,17.02,1026,48,5.94,0,10000,2.1,120,800,Clear,clear sky,01n
1745199166,15.61,1025,53,6.07,0,10000,0.0,0,800,Clear,clear sky,01n
1745202766,14.44,1025,61,7.02,0,10000,0.0,0,800,Clear,clear sky,01n
1745206366,13.85,1025,66,7.61,40,10000,0.0,0,802,Clouds,scattered clouds,03n
1745209966,13.54,1025,72,8.6,100,10000,0.0,0,804,Clouds,overcast clouds,04n
1745213566,13.88,1025,76,9.73,100,10000,2.06,120,804,Clouds,overcast clouds,04n
1745217166,13.91,1025,73,9.16,100,10000,2.06,110,804,Clouds,overcast clouds,04n
1745220766,14.1,1024,71,8.93,100,10000,0.45,5,804,Clouds,overcast clouds,04n
1745224366,13.83,1024,67,7.81,100,10000,1.54,130,804,Clouds,overcast clouds,04n
1745227966,13.59,1024,65,7.14,100,10000,2.1,110,804,Clouds,overcast clouds,04n
1745231566,12.93,1024,66,6.74,100,10000,2.1,100,804,Clouds,overcast clouds,04d
1745235166,13.61,1024,64,6.94,100,10000,1.54,90,804,Clouds,overcast clouds,04d
1745238766,15.03,1024,56,6.33,100,10000,3.09,130,804,Clouds,overcast clouds,04d
1745242366,16.23,1023,50,5.81,100,10000,2.1,130,804,Clouds,overcast clouds,04d
1745245966,15.93,1023,52,6.1,100,10000,2.68,155,804,Clouds,overcast clouds,04d
1745249566,16.34,1023,52,6.47,100,10000,3.1,120,804,Clouds,overcast clouds,04d
1745253166,17.64,1019,47,6.2,100,10000,3.1,120,804,Clouds,overcast clouds,04d
1745256766,20.92,1019,45,8.55,100,10000,5.14,140,804,Clouds,overcast clouds,04d
1745260366,21.81,1019,50,10.94,0,10000,4.63,130,800,Clear,clear sky,01d
1745263966,22.5,1017,55,13.02,0,10000,4.63,150,800,Clear,clear sky,01d
1745267566,21.91,1017,61,14.06,0,10000,4.12,120,800,Clear,clear sky,01d
1745271166,21.64,1017,69,15.71,0,10000,4.63,140,800,Clear,clear sky,01d
1745274766,21.0,1016,70,15.32,0,10000,4.63,120,800,Clear,clear sky,01d
1745278366,20.08,1016,81,16.72,0,10000,3.1,140,800,Clear,clear sky,01d
1745281966,18.77,1016,84,16.01,40,10000,1.54,130,802,Clouds,scattered clouds,03n
1745285566,18.22,1016,84,15.47,100,10000,2.57,90,804,Clouds,overcast clouds,04n
1745289166,18.01,1016,86,15.63,40,10000,0.0,0,802,Clouds,scattered clouds,03n
1745292766,16.84,1016,89,15.02,75,10000,0.45,139,803,Clouds,broken clouds,04n
1745296366,16.5,1015,91,15.03,40,10000,0.0,0,802,Clouds,scattered clouds,03n
1745299966,16.25,1015,91,14.78,100,10000,0.0,0,804,Clouds,overcast clouds,04n
1745303566,16.16,1015,93,15.03,100,10000,0.0,0,804,Clouds,overcast clouds,04n
1745307166,16.24,1015,91,14.77,100,10000,0.0,0,804,Clouds,overcast clouds,04n
