timestamp,temperature,air_pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_degrees,owm_weather_id,owm_weather_main,owm_weather_description,owm_weather_icon
1746136997,25.61,1013,71,19.96,0,10000,4.63,140,800,Clear,clear sky,01d
1746140597,24.17,1013,68,17.89,0,10000,4.12,130,800,Clear,clear sky,01d
1746144197,23.1,1013,73,18.0,0,10000,4.12,130,800,Clear,clear sky,01n
1746147797,22.67,1012,80,19.04,0,10000,2.57,120,800,Clear,clear sky,01n
1746151397,21.96,1013,84,19.13,0,10000,2.06,130,800,Clear,clear sky,01n
1746154997,21.5,1012,87,19.25,0,10000,0.0,0,800,Clear,clear sky,01n
1746158597,20.27,1012,89,18.4,0,10000,0.0,0,800,Clear,clear sky,01n
1746162197,20.13,1011,87,17.9,100,10000,2.06,200,804,Clouds,overcast clouds,04n
1746165797,20.8,1012,81,17.42,100,10000,3.09,210,804,Clouds,overcast clouds,04n
1746169397,20.59,1011,82,17.41,100,10000,2.06,220,804,Clouds,overcast clouds,04n
1746172997,19.79,1012,85,17.2,40,10000,1.54,230,802,Clouds,scattered clouds,03n
1746176597,19.32,1012,86,16.92,0,10000,1.54,170,800,Clear,clear sky,01n
1746180197,18.74,1012,88,16.71,0,10000,1.54,200,800,Clear,clear sky,01n
1746183797,19.92,1013,86,17.51,40,10000,1.54,180,802,Clouds,scattered clouds,03d
1746187397,21.14,1013,81,17.75,0,10000,3.09,210,800,Clear,clear sky,01d
1746190997,23.68,1013,73,18.56,0,10000,3.09,240,800,Clear,clear sky,01d
1746194597,24.99,1013,68,18.68,0,10000,3.6,290,800,Clear,clear sky,01d
1746198197,26.78,1013,60,18.37,40,10000,4.63,230,802,Clouds,scattered clouds,03d
1746201797,27.73,1013,54,17.58,40,10000,4.12,280,802,Clouds,scattered clouds,03d
1746205397,28.28,1012,51,17.18,40,10000,3.6,240,802,Clouds,scattered clouds,03d
1746208997,28.64,1012,50,17.2,0,10000,2.68,304,800,Clear,clear sky,01d
1746212597,29.02,1011,48,16.9,100,10000,1.54,220,804,Clouds,overcast clouds,04d
1746216197,29.45,1011,47,16.96,0,10000,3.6,150,800,Clear,clear sky,01d
1746219797,27.74,1011,55,17.88,75,10000,2.06,320,803,Clouds,broken clouds,04d
