timestamp,temperature,air_pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_degrees,owm_weather_id,owm_weather_main,owm_weather_description,owm_weather_icon
1745036586,22.52,1018,51,11.89,0,10000,7.2,230,800,Clear,clear sky,01n
1745040186,21.94,1018,53,11.94,0,10000,5.14,220,800,Clear,clear sky,01n
1745043786,21.24,1018,56,12.12,0,10000,6.2,220,800,Clear,clear sky,01n
1745047386,20.8,1018,60,12.76,0,10000,4.12,230,800,Clear,clear sky,01n
1745050986,20.32,1018,62,12.81,0,10000,4.63,220,800,Clear,clear sky,01n
1745054586,20.15,1018,63,12.89,0,10000,4.63,220,800,Clear,clear sky,01n
1745058186,20.14,1018,66,13.59,0,10000,2.06,180,800,Clear,clear sky,01n
1745061786,19.61,1019,68,13.55,0,10000,2.6,220,800,Clear,clear sky,01d
1745065386,19.97,1019,68,13.89,0,10000,4.1,220,800,Clear,clear sky,01d
1745068986,20.51,1019,68,14.41,0,10000,4.12,230,800,Clear,clear sky,01d
1745072586,21.22,1020,66,14.62,0,10000,4.12,220,800,Clear,clear sky,01d
1745076186,21.66,1020,66,15.04,0,10000,4.63,220,800,Clear,clear sky,01d
1745079786,22.22,1020,65,15.33,0,10000,4.63,210,800,Clear,clear sky,01d
1745083386,23.0,1019,62,15.33,0,10000,4.63,210,800,Clear,clear sky,01d
1745086986,25.34,1019,56,15.94,0,10000,4.12,210,800,Clear,clear sky,01d
1745090586,26.46,1019,54,16.41,0,10000,4.63,220,800,Clear,clear sky,01d
1745094186,26.63,1017,54,16.56,0,10000,4.63,210,800,Clear,clear sky,01d
1745097786,26.91,1017,52,16.23,0,10000,3.6,200,800,Clear,clear sky,01d
1745101386,27.19,1017,51,16.18,0,10000,5.7,210,800,Clear,clear sky,01d
1745104986,26.22,1019,54,16.18,0,10000,3.09,210,800,Clear,clear sky,01d
1745108586,24.82,1019,61,16.79,0,10000,0.45,112,800,Clear,clear sky,01n
1745112186,25.0,1019,61,16.96,0,10000,1.54,190,800,Clear,clear sky,01n
1745115786,24.68,1019,62,16.92,0,10000,3.1,220,800,Clear,clear sky,01n
1745119386,23.76,1019,67,17.27,0,10000,1.54,150,800,Clear,clear sky,01n
1745122986,21.33,1019,72,16.08,0,10000,2.1,200,800,Clear,clear sky,01n
1745126586,20.17,1019,79,16.41,0,10000,0.0,0,800,Clear,clear sky,01n
1745130186,18.71,1019,84,15.95,0,10000,0.0,0,800,Clear,clear sky,01n
1745133786,18.33,1019,86,15.95,0,10000,0.0,0,800,Clear,clear sky,01n
1745137386,18.8,1021,82,15.66,0,10000,1.54,300,800,Clear,clear sky,01n
1745140986,21.03,1021,71,15.57,0,10000,2.6,320,800,Clear,clear sky,01n
1745144586,21.22,1021,71,15.76,100,-1,1.34,105,804,Clouds,overcast clouds,04d
1745148186,19.66,1024,73,14.69,0,10000,0.0,0,800,Clear,clear sky,01d
1745151786,21.1,1024,60,13.04,0,10000,5.14,320,800,Clear,clear sky,01d
1745155386,21.1,1024,58,12.52,0,10000,4.12,330,800,Clear,clear sky,01d
1745158986,21.1,1025,52,10.87,0,10000,4.63,310,800,Clear,clear sky,01d
1745162586,21.61,1025,50,10.75,0,10000,5.14,320,800,Clear,clear sky,01d
1745166186,22.1,1025,46,9.95,0,10000,4.12,340,800,Clear,clear sky,01d
1745169786,22.1,1025,48,10.59,0,10000,5.14,310,800,Clear,clear sky,01d
1745173386,22.38,1025,42,8.85,0,10000,4.63,290,800,Clear,clear sky,01d
1745176986,23.58,1025,41,9.57,0,10000,3.1,320,800,Clear,clear sky,01d
1745180586,23.27,1024,42,9.65,0,10000,3.6,40,800,Clear,clear sky,01d
1745184186,21.95,1024,45,9.49,0,10000,4.12,10,800,Clear,clear sky,01d
1745187786,20.47,1024,45,8.15,0,10000,3.1,90,800,Clear,clear sky,01d
1745191386,19.44,1026,43,6.55,0,10000,3.1,110,800,Clear,clear sky,01d
1745194986,17.5,1026,49,6.68,0,10000,2.06,90,800,Clear,clear sky,01n
1745198586,15.86,1026,53,6.31,0,10000,0.0,0,800,Clear,clear sky,01n
1745202186,14.79,1025,61,7.35,0,10000,0.0,0,800,Clear,clear sky,01n
1745205786,13.82,1025,65,7.36,0,10000,0.0,0,800,Clear,clear sky,01n
1745209386,13.31,1025,71,8.17,100,10000,0.0,0,804,Clouds,overcast clouds,04n
1745212986,13.77,1025,76,9.62,100,10000,0.0,0,804,Clouds,overcast clouds,04n
1745216586,14.07,1025,73,9.31,100,10000,1.54,140,804,Clouds,overcast clouds,04n
1745220186,14.19,1025,71,9.01,100,10000,1.54,90,804,Clouds,overcast clouds,04n
1745223786,13.89,1024,68,8.09,100,10000,1.54,140,804,Clouds,overcast clouds,04n
1745227386,13.77,1024,65,7.31,100,10000,2.06,110,804,Clouds,overcast clouds,04n
1745230986,13.41,1024,67,7.41,100,10000,0.0,0,804,Clouds,overcast clouds,04d
1745234586,13.6,1024,64,6.93,100,10000,1.54,90,804,Clouds,overcast clouds,04d
1745238186,14.77,1024,58,6.6,75,10000,2.6,100,803,Clouds,broken clouds,04d
1745241786,16.01,1024,51,5.89,100,10000,2.06,130,804,Clouds,overcast clouds,04d
1745245386,15.9,1023,52,6.07,100,10000,2.68,155,804,Clouds,overcast clouds,04d
1745248986,16.22,1023,52,6.36,100,10000,3.1,140,804,Clouds,overcast clouds,04d
1745252586,17.29,1023,50,6.78,100,10000,3.09,120,804,Clouds,overcast clouds,04d
1745256186,19.94,1019,45,7.66,100,10000,3.1,160,804,Clouds,overcast clouds,04d
1745259786,21.54,1019,50,10.69,0,10000,4.63,130,800,Clear,clear sky,01d
1745263386,22.53,1019,54,12.77,0,10000,4.63,150,800,Clear,clear sky,01d
1745266986,21.98,1017,60,13.87,0,10000,3.6,140,800,Clear,clear sky,01d
