api_call_timestamp, requested_data_timestamp, time_to_respond, status_code, status_message
2025-05-02 17:28:30, 1745011710, 0.7835, 200, OK
2025-05-02 17:37:56, 1746135476, 0.2375, 200, OK
2025-05-02 17:48:18, 1746136098, 0.2463, 200, OK
2025-05-02 17:48:18, 1746139698, 0.2127, 200, OK
2025-05-02 17:48:19, 1746143298, 0.2144, 200, OK
2025-05-02 17:48:19, 1746146898, 0.214, 200, OK
2025-05-02 17:48:19, 1746150498, 0.3958, 200, OK
2025-05-02 17:48:19, 1746154098, 0.269, 200, OK
2025-05-02 17:48:20, 1746157698, 0.2133, 200, OK
2025-05-02 17:48:20, 1746161298, 0.213, 200, OK
2025-05-02 17:48:20, 1746164898, 0.2198, 200, OK
2025-05-02 17:48:20, 1746168498, 0.22, 200, OK
2025-05-02 17:48:21, 1746172098, 0.2128, 200, OK
2025-05-02 17:48:21, 1746175698, 0.2246, 200, OK
2025-05-02 17:48:21, 1746179298, 0.2146, 200, OK
2025-05-02 17:48:21, 1746182898, 0.2125, 200, OK
2025-05-02 17:48:21, 1746186498, 0.2193, 200, OK
2025-05-02 17:48:22, 1746190098, 0.2182, 200, OK
2025-05-02 17:48:22, 1746193698, 0.2144, 200, OK
2025-05-02 17:48:22, 1746197298, 0.2122, 200, OK
2025-05-02 17:48:22, 1746200898, 0.2194, 200, OK
2025-05-02 17:48:23, 1746204498, 1.0214, 200, OK
2025-05-02 17:48:24, 1746208098, 0.3359, 200, OK
2025-05-02 17:48:24, 1746211698, 0.3523, 200, OK
2025-05-02 17:48:24, 1746215298, 0.322, 200, OK
2025-05-02 17:48:25, 1746218898, 0.1368, 200, OK
2025-05-02 18:03:17, 1746136997, 0.2942, 200, OK
2025-05-02 18:03:17, 1746140597, 0.2908, 200, OK
2025-05-02 18:03:17, 1746144197, 0.2102, 200, OK
2025-05-02 18:03:18, 1746147797, 0.1304, 200, OK
2025-05-02 18:03:18, 1746151397, 0.1308, 200, OK
2025-05-02 18:03:18, 1746154997, 0.1317, 200, OK
2025-05-02 18:03:18, 1746158597, 0.2176, 200, OK
2025-05-02 18:03:18, 1746162197, 0.2089, 200, OK
2025-05-02 18:03:18, 1746165797, 0.2086, 200, OK
2025-05-02 18:03:19, 1746169397, 0.1274, 200, OK
2025-05-02 18:03:19, 1746172997, 0.1289, 200, OK
2025-05-02 18:03:19, 1746176597, 0.1311, 200, OK
2025-05-02 18:03:19, 1746180197, 0.2132, 200, OK
2025-05-02 18:03:19, 1746183797, 0.3994, 200, OK
2025-05-02 18:03:20, 1746187397, 0.3564, 200, OK
2025-05-02 18:03:20, 1746190997, 0.2086, 200, OK
2025-05-02 18:03:20, 1746194597, 0.1249, 200, OK
2025-05-02 18:03:20, 1746198197, 0.2062, 200, OK
2025-05-02 18:03:20, 1746201797, 0.2114, 200, OK
2025-05-02 18:03:21, 1746205397, 0.2458, 200, OK
2025-05-02 18:03:21, 1746208997, 0.4296, 200, OK
2025-05-02 18:03:21, 1746212597, 0.1318, 200, OK
2025-05-02 18:03:21, 1746216197, 0.2228, 200, OK
2025-05-02 18:03:22, 1746219797, 0.2113, 200, OK
2025-05-02 18:08:34, 1745014114, 1.1607, 200, OK
2025-05-02 18:08:36, 1745017714, 0.5854, 200, OK
2025-05-02 18:08:36, 1745021314, 0.3095, 200, OK
2025-05-02 18:16:58, 1745792218, 0.4939, 200, OK
2025-05-02 18:16:58, 1745795818, 0.1403, 200, OK
2025-05-02 18:16:58, 1745799418, 0.2339, 200, OK
2025-05-02 18:16:58, 1745803018, 0.171, 200, OK
2025-05-02 18:16:59, 1745806618, 0.2716, 200, OK
2025-05-02 18:16:59, 1745810218, 0.2549, 200, OK
2025-05-02 18:16:59, 1745813818, 0.1475, 200, OK
2025-05-02 18:16:59, 1745817418, 0.1381, 200, OK
2025-05-02 18:16:59, 1745821018, 0.141, 200, OK
2025-05-02 18:17:00, 1745824618, 0.1395, 200, OK
2025-05-02 18:17:00, 1745828218, 0.1435, 200, OK
2025-05-02 18:17:00, 1745831818, 0.1326, 200, OK
2025-05-02 18:17:00, 1745835418, 0.1326, 200, OK
2025-05-02 18:17:00, 1745839018, 0.2215, 200, OK
2025-05-02 18:17:00, 1745842618, 0.1342, 200, OK
2025-05-02 18:17:00, 1745846218, 0.2492, 200, OK
2025-05-02 18:17:01, 1745849818, 0.2184, 200, OK
2025-05-02 18:17:01, 1745853418, 0.2154, 200, OK
2025-05-02 18:17:01, 1745857018, 0.1517, 200, OK
2025-05-02 18:17:01, 1745860618, 0.1802, 200, OK
2025-05-02 18:17:01, 1745864218, 0.2187, 200, OK
2025-05-02 18:17:02, 1745867818, 0.154, 200, OK
2025-05-02 18:17:02, 1745871418, 0.2185, 200, OK
2025-05-02 18:17:02, 1745875018, 0.133, 200, OK
2025-05-02 18:17:02, 1745878618, 0.4735, 200, OK
2025-05-02 18:17:03, 1745882218, 0.1962, 200, OK
2025-05-02 18:17:03, 1745885818, 0.1338, 200, OK
2025-05-02 18:17:03, 1745889418, 0.1355, 200, OK
2025-05-02 18:17:03, 1745893018, 0.1373, 200, OK
2025-05-02 18:17:03, 1745896618, 0.1392, 200, OK
2025-05-02 18:17:03, 1745900218, 0.1304, 200, OK
2025-05-02 18:17:04, 1745903818, 0.1406, 200, OK
2025-05-02 18:17:04, 1745907418, 0.1331, 200, OK
2025-05-02 18:17:04, 1745911018, 0.132, 200, OK
2025-05-02 18:17:04, 1745914618, 0.215, 200, OK
2025-05-02 18:17:04, 1745918218, 0.21, 200, OK
2025-05-02 18:17:04, 1745921818, 0.1354, 200, OK
2025-05-02 18:17:05, 1745925418, 0.2093, 200, OK
2025-05-02 18:17:05, 1745929018, 0.1392, 200, OK
2025-05-02 18:17:05, 1745932618, 0.1315, 200, OK
2025-05-02 18:17:05, 1745936218, 0.2263, 200, OK
2025-05-02 18:17:05, 1745939818, 0.137, 200, OK
2025-05-02 18:17:05, 1745943418, 0.1346, 200, OK
2025-05-02 18:17:06, 1745947018, 0.1328, 200, OK
