api_call_timestamp, requested_data_timestamp, time_to_respond, status_code, status_message
2025-05-04 02:42:38, 1745131358, 0.8436, 200, OK
2025-05-04 02:42:39, 1745134958, 0.6093, 200, OK
2025-05-04 02:42:39, 1745138558, 0.4058, 200, OK
2025-05-04 02:42:40, 1745142158, 0.8066, 200, OK
2025-05-04 02:42:41, 1745145758, 0.2612, 200, OK
2025-05-04 02:42:41, 1745149358, 0.5127, 200, OK
2025-05-04 02:42:41, 1745152958, 0.1861, 200, OK
2025-05-04 02:42:42, 1745156558, 0.2316, 200, OK
2025-05-04 02:42:42, 1745160158, 0.2721, 200, OK
2025-05-04 02:42:42, 1745163758, 0.2936, 200, OK
2025-05-04 02:42:42, 1745167358, 0.1884, 200, OK
2025-05-04 02:42:43, 1745170958, 0.3993, 200, OK
2025-05-04 02:42:43, 1745174558, 0.2002, 200, OK
2025-05-04 02:42:43, 1745178158, 0.309, 200, OK
2025-05-04 02:42:44, 1745181758, 0.2992, 200, OK
2025-05-04 02:42:44, 1745185358, 0.2165, 200, OK
2025-05-04 02:42:44, 1745188958, 0.2713, 200, OK
2025-05-04 02:42:44, 1745192558, 0.2743, 200, OK
2025-05-04 02:42:45, 1745196158, 0.1899, 200, OK
2025-05-04 02:42:45, 1745199758, 0.2866, 200, OK
2025-05-04 02:42:45, 1745203358, 0.1828, 200, OK
2025-05-04 02:42:45, 1745206958, 0.1819, 200, OK
2025-05-04 02:42:45, 1745210558, 0.2674, 200, OK
2025-05-04 02:42:46, 1745214158, 0.2375, 200, OK
2025-05-04 02:42:46, 1745217758, 0.1783, 200, OK
2025-05-04 02:42:46, 1745221358, 0.1935, 200, OK
2025-05-04 02:42:46, 1745224958, 0.4496, 200, OK
2025-05-04 02:42:47, 1745228558, 0.1879, 200, OK
2025-05-04 02:42:47, 1745232158, 0.2096, 200, OK
2025-05-04 02:42:47, 1745235758, 0.2013, 200, OK
2025-05-04 02:42:47, 1745239358, 1.4281, 200, OK
2025-05-04 02:42:49, 1745242958, 0.451, 200, OK
2025-05-04 02:42:49, 1745246558, 0.2869, 200, OK
2025-05-04 02:42:50, 1745250158, 0.2147, 200, OK
2025-05-04 02:42:50, 1745253758, 0.1839, 200, OK
2025-05-04 02:42:50, 1745257358, 0.1951, 200, OK
2025-05-04 02:42:50, 1745260958, 0.3269, 200, OK
2025-05-04 02:42:50, 1745264558, 0.1771, 200, OK
2025-05-04 02:42:51, 1745268158, 0.2811, 200, OK
2025-05-04 02:42:51, 1745271758, 0.3944, 200, OK
2025-05-04 02:42:51, 1745275358, 0.1776, 200, OK
2025-05-04 02:42:52, 1745278958, 0.2124, 200, OK
2025-05-04 02:42:52, 1745282558, 0.2619, 200, OK
2025-05-04 02:42:52, 1745286158, 0.298, 200, OK
2025-05-04 02:42:52, 1745289758, 0.1726, 200, OK
2025-05-04 02:42:52, 1745293358, 0.1908, 200, OK
2025-05-04 02:42:53, 1745296958, 0.1896, 200, OK
